"Ulsan","Population (Person)",1100304,28932,46931,56234,52844,53096,66372,69875,66694,90124,85368,100335,103924,97430,75124,45867,28516,19248,9412,3199,690,89,1099866,28797,46635,56250,52858,52835,66229,69886,66668,89744,85364,100067,104056,97431,75423,46061,28826,19327,9428,3213,681,87,1099231,28658,46254,56239,52830,52547,66091,69960,66550,89189,85567,99658,104113,97462,75892,46338,29032,19409,9415,3237,703,87,1135494,57084,55336,78316,91249,75681,75838,91188,94478,111736,106945,102454,70296,44428,29633,22644,14692,8172,3787,1174,276,87,1147256,57763,55884,72619,89891,79375,72407,93816,92413,110415,106686,106492,75651,48108,30532,25179,15593,8701,4025,1308,296,102,1156480,58151,55585,68095,87560,82436,70728,95324,89609,107368,110209,107264,81750,50880,33045,26381,16616,9299,4303,1486,282,109,1166377,58905,55955,63585,84475,84604,71533,92382,90282,104708,111530,107745,88465,54958,35584,27048,17737,10111,4736,1608,298,128,1173534,58920,57321,58315,81643,86314,72301,87806,93027,100805,111183,107529,93861,61304,39164,27014,18803,10995,5016,1729,345,139,1172304,57567,58354,55355,77357,84934,73770,81689,95455,95661,111174,105322,99773,67125,41855,27464,19897,11853,5361,1813,387,138,1165132,54057,58384,55591,71303,82502,74464,75053,96012,92741,108954,104718,102924,71796,45188,28279,22165,12626,5804,1971,447,153,1155623,50550,57813,55093,66447,79085,74274,70577,95631,88916,105509,107328,103164,77317,47601,30625,23257,13404,6250,2115,509,158,1148019,46517,57854,54939,61794,74942,74195,68943,90800,88648,102123,108074,103285,83340,51311,33079,23867,14389,6833,2394,534,158,1136017,41335,57171,55977,56443,70748,73821,67398,84307,90183,97625,106951,102570,88121,57226,36298,23870,15164,7548,2484,602,175,1121592,36524,55494,56685,53305,65888,71534,67456,77435,91676,92278,106777,100279,93300,62475,38693,24331,16051,8068,2673,603,67,1110663,32965,52096,56599,53603,59756,69453,68298,71337,92153,89477,104811,99877,96426,66927,41684,25232,18006,8460,2834,608,61,1103661,30143,48943,56172,53290,55113,67409,69325,67584,92047,86067,101891,102923,97045,72262,44196,27390,19039,9018,3068,657,79
"Ulsan","Male (Person)",565890,14679,24234,29105,27767,30165,38050,38835,35738,46593,43975,49890,52574,49737,37369,22473,13491,7630,2804,672,98,11,565679,14601,24067,29092,27745,30057,38029,38826,35734,46370,44018,49760,52657,49704,37550,22551,13645,7671,2809,686,96,11,565290,14521,23868,29059,27705,29912,37937,38859,35726,46120,44082,49595,52659,49716,37758,22683,13768,7708,2800,701,102,11,583825,29624,29199,41539,50177,42080,40104,47459,47402,55091,56022,52762,36400,23180,14527,9892,5266,2118,706,221,44,12,590424,29919,29350,38540,48960,44557,38846,49057,46632,54769,55005,55210,38997,25021,15180,11292,5664,2384,757,224,46,14,595319,29948,29057,36072,47396,46331,38523,49669,45992,53362,56195,55617,42156,26303,16623,12039,6218,2677,835,241,48,17,600904,30277,29200,33682,45310,47731,39358,48382,46788,52272,56322,55897,45447,28443,18163,12374,6898,3067,957,259,52,25,604889,30278,29788,30909,43538,48579,40460,46290,48565,50466,55640,55950,48206,31324,20035,12536,7432,3434,1090,275,68,26,603797,29520,30310,29209,41132,47935,41268,43071,49844,48279,54991,55110,51178,34133,21333,13007,8126,3787,1182,287,67,28,599480,27812,30309,29247,37926,46197,41751,39732,50058,47002,54206,53956,53119,36340,22981,13616,9351,4103,1372,306,68,28,593819,26029,29878,28838,35344,44069,41530,37854,49416,45764,52441,54695,53279,39233,24012,14964,10019,4442,1569,333,78,32,589712,23956,29801,28660,32877,41785,41768,37231,46979,45815,50897,54523,53368,42153,25921,16375,10326,4994,1786,387,79,31,583708,21190,29429,29086,30088,39572,41628,36754,43811,46849,48795,53507,53103,44670,28580,18018,10557,5471,2032,451,82,35,576217,18720,28582,29477,28266,36880,40708,36803,40342,47585,46499,52810,52252,47259,31134,19120,10990,5994,2224,490,78,4,570368,16796,26908,29414,28327,33555,39518,37509,37424,47836,45264,52071,51283,49097,33209,20584,11594,6965,2382,558,71,3,567153,15313,25308,29088,27968,31178,38473,38361,35973,47480,44293,50579,52321,49487,35914,21689,12845,7536,2610,652,76,9
"Ulsan","Female (Person)",534414,14253,22697,27129,25077,22931,28322,31040,30956,43531,41393,50445,51350,47693,37755,23394,15025,11618,6608,2527,592,78,534187,14196,22568,27158,25113,22778,28200,31060,30934,43374,41346,50307,51399,47727,37873,23510,15181,11656,6619,2527,585,76,533941,14137,22386,27180,25125,22635,28154,31101,30824,43069,41485,50063,51454,47746,38134,23655,15264,11701,6615,2536,601,76,551669,27460,26137,36777,41072,33601,35734,43729,47076,56645,50923,49692,33896,21248,15106,12752,9426,6054,3081,953,232,75,556832,27844,26534,34079,40931,34818,33561,44759,45781,55646,51681,51282,36654,23087,15352,13887,9929,6317,3268,1084,250,88,561161,28203,26528,32023,40164,36105,32205,45655,43617,54006,54014,51647,39594,24577,16422,14342,10398,6622,3468,1245,234,92,565473,28628,26755,29903,39165,36873,32175,44000,43494,52436,55208,51848,43018,26515,17421,14674,10839,7044,3779,1349,246,103,568645,28642,27533,27406,38105,37735,31841,41516,44462,50339,55543,51579,45655,29980,19129,14478,11371,7561,3926,1454,277,113,568507,28047,28044,26146,36225,36999,32502,38618,45611,47382,56183,50212,48595,32992,20522,14457,11771,8066,4179,1526,320,110,565652,26245,28075,26344,33377,36305,32713,35321,45954,45739,54748,50762,49805,35456,22207,14663,12814,8523,4432,1665,379,125,561804,24521,27935,26255,31103,35016,32744,32723,46215,43152,53068,52633,49885,38084,23589,15661,13238,8962,4681,1782,431,126,558307,22561,28053,26279,28917,33157,32427,31712,43821,42833,51226,53551,49917,41187,25390,16704,13541,9395,5047,2007,455,127,552309,20145,27742,26891,26355,31176,32193,30644,40496,43334,48830,53444,49467,43451,28646,18280,13313,9693,5516,2033,520,140,545375,17804,26912,27208,25039,29008,30826,30653,37093,44091,45779,53967,48027,46041,31341,19573,13341,10057,5844,2183,525,63,540295,16169,25188,27185,25276,26201,29935,30789,33913,44317,44213,52740,48594,47329,33718,21100,13638,11041,6078,2276,537,58,536508,14830,23635,27084,25322,23935,28936,30964,31611,44567,41774,51312,50602,47558,36348,22507,14545,11503,6408,2416,581,70
"sejong","Population (Person)",387940,16563,25810,28204,23165,17558,19597,27627,31456,41112,36003,32091,23771,21096,16799,10262,6808,5227,3176,1258,318,39,388788,16497,25737,28286,23348,17606,19564,27694,31396,41026,36131,32249,23963,21185,16865,10318,6894,5243,3158,1274,315,39,389370,16458,25582,28400,23471,17610,19571,27725,31433,40797,36326,32395,24028,21211,17020,10329,6952,5253,3158,1292,319,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,113117,6079,5953,6471,6256,6458,6369,8765,9547,9718,8075,9046,7474,5692,4556,5064,3850,2263,1007,352,83,39,122153,6597,6763,6802,6738,7008,6876,9553,10041,11006,9103,9487,8266,5955,4776,5078,4028,2438,1104,397,97,40,156125,9831,9693,8930,8225,8777,8755,13227,14421,15043,11714,11064,9717,6951,5418,5294,4394,2786,1295,465,91,34,210884,14725,15100,12586,10812,11419,11624,18411,21614,21362,16008,13541,12331,8952,6662,5637,4714,3178,1540,541,93,34,243048,17044,17867,14676,12449,12764,13759,20193,25758,24293,19895,14927,14513,10713,7446,5763,5030,3501,1718,576,114,49,280100,19226,20946,17693,14370,14210,16056,21908,30499,28270,23850,16992,16679,12550,8550,6040,5670,3826,1942,636,138,49,314126,21018,23434,20370,16325,15914,18117,23831,34550,30886,27361,19987,18386,14769,9492,6622,5911,4063,2145,736,155,54,340575,21998,25251,22321,17716,16611,19729,25644,35820,33875,30597,22627,19853,16584,10624,7437,6008,4372,2392,882,181,53,355831,20901,26382,24319,18358,17056,20397,26014,35478,36398,32433,24767,20438,18009,12130,8276,6116,4429,2680,994,206,50,371895,19998,27065,25992,19802,17528,20982,27081,34638,38999,33765,28013,20863,19706,13816,8733,6042,4665,2892,1071,217,27,383591,18964,26987,27557,21445,17737,20642,27853,33230,41183,35321,30068,21599,20786,15002,9541,6164,5094,2985,1165,233,35,386525,17223,26318,27898,22838,17657,20153,27376,31964,41770,35413,31378,23055,20922,16311,9916,6562,5160,3074,1222,272,43
"sejong","Male (Person)",193149,8366,13213,14387,11537,9147,9727,13584,15571,19973,18048,16994,12216,10629,8261,4954,3152,2071,987,271,58,3,193538,8332,13172,14445,11610,9179,9700,13634,15532,19971,18065,17032,12337,10677,8283,4988,3199,2071,977,276,55,3,193826,8311,13075,14527,11672,9206,9720,13613,15553,19844,18174,17070,12351,10719,8348,5006,3224,2082,986,281,61,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57633,3066,2994,3305,3388,3472,3495,4592,5024,5440,4385,4813,3874,2808,2109,2195,1542,724,289,88,14,16,62205,3326,3428,3496,3557,3719,3781,4914,5206,6141,4968,5059,4345,2945,2240,2195,1659,786,303,106,14,17,78862,5002,4932,4570,4261,4586,4552,6529,7253,8241,6379,5963,5042,3473,2558,2313,1785,938,344,123,8,10,105752,7583,7657,6379,5565,5989,5774,8807,10701,11337,8722,7181,6360,4468,3219,2460,1916,1077,415,120,13,9,121505,8741,8990,7409,6345,6714,6711,9749,12652,12668,10863,7903,7399,5313,3585,2593,2049,1220,454,122,17,8,139734,9859,10642,8838,7326,7517,7799,10535,14846,14463,12975,8879,8515,6253,4139,2763,2341,1360,513,138,27,6,156831,10786,11992,10155,8242,8424,8859,11612,16746,15616,14769,10431,9407,7360,4588,3127,2476,1465,565,168,36,7,169845,11215,12937,11209,8885,8683,9674,12495,17489,16918,16306,11794,10186,8288,5191,3533,2545,1582,667,199,40,9,177568,10638,13550,12249,9170,8931,10119,12727,17277,18085,17103,12966,10528,9001,5934,3989,2613,1644,771,222,41,10,185678,10149,13835,13145,9936,9203,10525,13174,16957,19300,17531,14762,10819,9829,6767,4230,2640,1751,855,225,38,7,191389,9592,13787,13981,10666,9340,10365,13615,16334,20249,17981,15987,11139,10399,7398,4640,2754,1988,895,233,39,7,192524,8666,13456,14216,11369,9184,10015,13434,15834,20350,17894,16622,11879,10508,8025,4794,2999,2024,948,253,49,5
"sejong","Female (Person)",194791,8197,12597,13817,11628,8411,9870,14043,15885,21139,17955,15097,11555,10467,8538,5308,3656,3156,2189,987,260,36,195250,8165,12565,13841,11738,8427,9864,14060,15864,21055,18066,15217,11626,10508,8582,5330,3695,3172,2181,998,260,36,195544,8147,12507,13873,11799,8404,9851,14112,15880,20953,18152,15325,11677,10492,8672,5323,3728,3171,2172,1011,258,37,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55484,3013,2959,3166,2868,2986,2874,4173,4523,4278,3690,4233,3600,2884,2447,2869,2308,1539,718,264,69,23,59948,3271,3335,3306,3181,3289,3095,4639,4835,4865,4135,4428,3921,3010,2536,2883,2369,1652,801,291,83,23,77263,4829,4761,4360,3964,4191,4203,6698,7168,6802,5335,5101,4675,3478,2860,2981,2609,1848,951,342,83,24,105132,7142,7443,6207,5247,5430,5850,9604,10913,10025,7286,6360,5971,4484,3443,3177,2798,2101,1125,421,80,25,121543,8303,8877,7267,6104,6050,7048,10444,13106,11625,9032,7024,7114,5400,3861,3170,2981,2281,1264,454,97,41,140366,9367,10304,8855,7044,6693,8257,11373,15653,13807,10875,8113,8164,6297,4411,3277,3329,2466,1429,498,111,43,157295,10232,11442,10215,8083,7490,9258,12219,17804,15270,12592,9556,8979,7409,4904,3495,3435,2598,1580,568,119,47,170730,10783,12314,11112,8831,7928,10055,13149,18331,16957,14291,10833,9667,8296,5433,3904,3463,2790,1725,683,141,44,178263,10263,12832,12070,9188,8125,10278,13287,18201,18313,15330,11801,9910,9008,6196,4287,3503,2785,1909,772,165,40,186217,9849,13230,12847,9866,8325,10457,13907,17681,19699,16234,13251,10044,9877,7049,4503,3402,2914,2037,846,179,20,192202,9372,13200,13576,10779,8397,10277,14238,16896,20934,17340,14081,10460,10387,7604,4901,3410,3106,2090,932,194,28,194001,8557,12862,13682,11469,8473,10138,13942,16130,21420,17519,14756,11176,10414,8286,5122,3563,3136,2126,969,223,38
"Gyeonggi-do","Population (Person)",13661438,391909,570508,669817,649622,736368,916104,975547,915005,1149626,1082710,1232398,1122989,1053597,819544,500569,372980,278761,154789,54159,12491,1945,13669469,390980,567653,670090,650591,734176,914990,978645,914756,1146051,1083718,1230259,1126230,1055435,823394,502074,376820,278963,155657,54468,12558,1961,13675873,389975,564266,670554,651235,731761,913755,980840,915024,1141489,1084652,1228359,1128843,1056660,828616,505272,378679,279643,156594,54995,12676,1985,11937415,625123,630045,799746,860402,748357,810529,990869,1097586,1184314,1043576,975960,661379,437067,365063,307393,209193,112985,53199,18106,4408,2115,12093299,623343,635232,763234,855916,788816,773284,1001797,1069274,1203191,1046279,1020950,710465,466276,372403,332927,223672,122147,56458,20480,4856,2299,12234630,617839,633737,733691,847111,819534,756605,1012245,1026762,1201794,1087138,1036626,779947,486078,391838,340393,239992,131505,60878,23251,5144,2522,12357830,614742,629231,702313,831568,849052,759378,973976,1017575,1188574,1114793,1050866,845167,526150,410808,344170,255530,143036,67809,24673,5660,2759,12522606,609016,642218,655036,824703,875219,769651,935451,1033719,1161579,1141358,1051233,910770,593771,433941,350197,266001,158801,74130,26575,6229,3008,12716780,598082,653028,634739,804776,881482,805768,892726,1063220,1124294,1188236,1044815,981143,669996,440224,357143,283006,175095,80245,28395,7062,3305,12873895,570103,656397,641829,768807,874979,846545,852494,1082495,1101717,1212243,1050438,1027318,720695,471682,367856,309458,188866,87833,30682,8089,3369,13077153,553751,656105,644137,740759,866515,882539,840587,1108984,1070647,1220584,1097798,1048179,794767,495135,390436,320028,204531,95293,33705,9071,3602,13239666,525180,659810,643213,712249,854474,916221,847913,1077914,1074539,1215659,1131608,1067220,862325,537047,411432,325840,220092,105248,38207,9561,3914,13427014,486768,659216,660978,667236,856236,951612,861075,1046384,1102570,1196853,1164819,1070101,927851,604583,433469,332346,230649,117564,42084,10305,4315,13565450,451584,648343,673470,647535,839318,958951,899899,1000548,1136759,1159414,1213970,1060874,993321,676280,435645,337928,245205,129283,45080,10283,1760,13589432,426327,614627,675472,652254,793049,944242,934442,947858,1152412,1132191,1233203,1060219,1030329,720633,462505,346158,266381,137340,47654,10411,1725,13630821,402048,587502,669391,651240,755027,927111,959377,919357,1165573,1091358,1234364,1101635,1044120,787673,481771,365332,274613,148416,51409,11652,1852
"Gyeonggi-do","Male (Person)",6868886,200460,292204,342325,332729,382688,485435,515094,472047,588672,550060,623505,563117,530695,403997,237358,167600,111950,52228,13870,2415,437,6872643,199986,290689,342527,333229,381502,484603,516876,472098,586840,550558,622553,564590,531550,406008,238150,169427,112066,52579,13947,2417,448,6875411,199431,289091,342642,333514,380200,483629,518258,472377,584640,550885,621625,565609,532310,408622,239814,170371,112430,52891,14162,2457,453,6015357,321179,325500,414592,451409,385905,415444,500699,555001,600130,544270,506543,336376,213887,169959,134662,82124,36297,15111,4731,968,570,6091035,320271,327322,396148,447878,408721,396689,507969,538407,612383,539158,529654,362433,229929,174784,147104,89179,40169,15770,5387,1067,613,6159193,317521,325951,380654,442118,425798,389515,512573,519047,611106,555055,537020,399347,240296,185878,151130,97027,44510,16685,6143,1154,665,6219813,315164,323597,363929,432402,443630,392017,495715,513194,604897,565934,543387,432635,261540,196371,153899,104560,49590,18710,6554,1355,733,6299812,311804,330316,338501,427950,457781,399717,476852,522518,589565,579159,541298,466422,295569,207900,157782,110635,56423,20565,6731,1532,792,6395453,306180,335354,327563,416884,462233,419179,456660,537593,570199,599566,539884,501280,333990,211457,162468,119014,63487,22835,6977,1774,876,6475323,292219,336970,330114,398676,458515,443231,436800,549941,556724,615087,536772,525308,360414,228209,168898,131654,69846,25778,7321,2017,829,6577501,283674,336749,330494,383876,453449,464355,432724,563488,543905,619517,556137,535593,398895,239948,181198,136912,76803,28673,7918,2281,912,6659995,269280,338134,329803,368385,446051,485388,437982,550377,545054,618317,570550,544587,433052,261574,192380,140267,83895,32465,9089,2333,1032,6754469,249579,337208,338987,343859,446096,505641,447491,535352,561089,607747,587552,544753,466900,294622,203002,144380,89337,37212,10155,2350,1157,6827298,231277,331462,344926,333137,436755,511068,469614,514005,579073,589159,609759,542868,499729,330553,204473,148337,95985,41691,10936,2143,348,6839276,218056,314574,345832,334611,413448,502693,490921,487306,589373,573341,622921,537073,519074,353394,218374,153038,105876,45134,11867,2014,356,6855895,205753,300605,342461,333286,392989,492121,505681,473891,595512,555283,623708,553993,525995,388137,227888,163480,109815,49604,13124,2180,389
"Gyeonggi-do","Female (Person)",6792552,191449,278304,327492,316893,353680,430669,460453,442958,560954,532650,608893,559872,522902,415547,263211,205380,166811,102561,40289,10076,1508,6796826,190994,276964,327563,317362,352674,430387,461769,442658,559211,533160,607706,561640,523885,417386,263924,207393,166897,103078,40521,10141,1513,6800462,190544,275175,327912,317721,351561,430126,462582,442647,556849,533767,606734,563234,524350,419994,265458,208308,167213,103703,40833,10219,1532,5922058,303944,304545,385154,408993,362452,395085,490170,542585,584184,499306,469417,325003,223180,195104,172731,127069,76688,38088,13375,3440,1545,6002264,303072,307910,367086,408038,380095,376595,493828,530867,590808,507121,491296,348032,236347,197619,185823,134493,81978,40688,15093,3789,1686,6075437,300318,307786,353037,404993,393736,367090,499672,507715,590688,532083,499606,380600,245782,205960,189263,142965,86995,44193,17108,3990,1857,6138017,299578,305634,338384,399166,405422,367361,478261,504381,583677,548859,507479,412532,264610,214437,190271,150970,93446,49099,18119,4305,2026,6222794,297212,311902,316535,396753,417438,369934,458599,511201,572014,562199,509935,444348,298202,226041,192415,155366,102378,53565,19844,4697,2216,6321327,291902,317674,307176,387892,419249,386589,436066,525627,554095,588670,504931,479863,336006,228767,194675,163992,111608,57410,21418,5288,2429,6398572,277884,319427,311715,370131,416464,403314,415694,532554,544993,597156,513666,502010,360281,243473,198958,177804,119020,62055,23361,6072,2540,6499652,270077,319356,313643,356883,413066,418184,407863,545496,526742,601067,541661,512586,395872,255187,209238,183116,127728,66620,25787,6790,2690,6579671,255900,321676,313410,343864,408423,430833,409931,527537,529485,597342,561058,522633,429273,275473,219052,185573,136197,72783,29118,7228,2882,6672545,237189,322008,321991,323377,410140,445971,413584,511032,541481,589106,577267,525348,460951,309961,230467,187966,141312,80352,31929,7955,3158,6738152,220307,316881,328544,314398,402563,447883,430285,486543,557686,570255,604211,518006,493592,345727,231172,189591,149220,87592,34144,8140,1412,6750156,208271,300053,329640,317643,379601,441549,443521,460552,563039,558850,610282,523146,511255,367239,244131,193120,160505,92206,35787,8397,1369,6774926,196295,286897,326930,317954,362038,434990,453696,445466,570061,536075,610656,547642,518125,399536,253883,201852,164798,98812,38285,9472,1463
"Gangwon-do","Population (Person)",1522542,37117,51042,62639,64989,76932,82634,81854,76398,100215,103741,129886,132575,146612,131411,81375,63729,54866,30915,10544,2648,420,1521877,36972,50788,62640,64836,76610,82419,81960,76243,99956,103571,129417,132777,146641,131652,81840,64072,54806,31013,10588,2657,419,1521066,36775,50602,62551,64657,76233,82273,81996,76199,99517,103478,128791,133019,146511,132192,82537,64081,54776,31131,10652,2673,422,1536448,63058,68972,94312,103072,94397,89401,99479,113816,129614,125396,141225,109375,71112,73979,69920,45140,25611,12765,4351,1024,429,1538630,61967,67693,89231,102346,97252,83464,99373,109423,129553,122500,142147,114821,77166,72333,73834,48952,26927,13337,4671,1162,478,1542263,60846,66022,84217,101381,100133,80231,98627,103617,127571,125598,140264,123880,80337,72813,73974,53034,28468,14255,5253,1219,523,1544442,59952,64559,79252,99727,102619,79141,93916,100586,124929,127821,136618,131118,88274,72361,73256,56843,30548,15347,5681,1340,554,1549507,58478,64797,73116,97957,105312,79490,89571,100183,121077,129330,131762,137524,99239,72213,72123,59607,33023,16519,6146,1432,608,1550806,56219,65162,68928,94473,103672,81197,84641,100766,115638,130734,127620,144107,111497,70835,70620,62162,36316,17472,6527,1564,656,1550142,52651,64075,67679,89267,102126,83788,79377,100811,111426,130790,125042,145797,117337,77070,69535,66086,39372,18490,7000,1726,697,1543052,50000,62664,65948,84112,98929,83962,75791,99787,105296,128700,127837,143798,126842,80305,70180,66370,42777,19546,7509,1988,711,1541502,47889,61667,64576,79223,95994,85108,75113,95556,102290,126002,130059,140529,134610,88478,69873,66118,46187,21143,8220,2073,794,1542840,45209,60389,64876,72632,93554,86461,75078,91271,102266,122112,132013,135802,141486,100092,69876,65583,48895,23117,8971,2293,864,1538492,42371,58600,65395,68490,89259,86165,76692,86125,102885,116537,133400,131186,148211,111947,68389,64238,51114,25472,9372,2286,358,1536498,40760,55276,64689,67444,84349,85845,79567,80798,103663,112209,133438,128587,149999,117951,74596,63516,54321,27179,9621,2353,337,1527807,38546,52326,63338,65715,79297,84313,81185,77409,102533,106286,131013,131500,147791,127532,77731,64145,54515,29620,10117,2505,390
"Gangwon-do","Male (Person)",765760,18878,26046,32257,33911,42943,46543,44587,40133,51006,52791,67364,68041,73591,65863,38781,28745,21245,10011,2466,457,101,765321,18765,25949,32261,33802,42788,46380,44684,40010,50883,52744,67038,68144,73642,65991,39035,28884,21244,10041,2481,454,101,764911,18715,25838,32216,33702,42543,46321,44698,39992,50687,52643,66755,68183,73655,66246,39399,28896,21250,10108,2500,463,101,773278,32577,35954,49205,54452,52414,48907,51313,58903,67704,65189,71552,55067,34112,34321,30923,17464,7859,3804,1156,260,142,774273,31860,35243,46837,53928,54075,45918,51435,55969,68068,63585,71956,58267,37200,33954,32540,19568,8321,3835,1278,277,159,776498,31310,34353,44063,53310,56165,44444,51186,52943,66784,65294,71191,62944,39040,34317,32613,21583,9046,3949,1486,296,181,778007,30790,33464,41511,52247,57993,44073,49030,51307,65204,66534,69810,66272,43323,34427,32425,23480,9920,4038,1629,336,194,781434,29871,33465,38155,51260,60081,44796,47058,51080,62855,67723,67539,69223,49201,34386,32183,24849,11149,4309,1686,360,205,781146,28587,33646,35842,49562,58555,45614,44880,51230,59842,68046,66132,72265,55728,33646,31887,25993,12725,4650,1721,384,211,780635,26942,32893,35219,46973,57167,47381,42195,51383,57106,68493,64662,73133,59090,36868,31826,27639,14298,4983,1741,443,200,776456,25547,32092,34262,44084,54947,47634,40440,50908,53891,67354,66127,72357,63954,38765,32452,27824,15881,5435,1757,538,207,775386,24465,31613,33426,41535,53183,48287,40124,48951,52159,65663,67254,71243,67622,43139,32715,27943,17494,5959,1813,550,248,776505,23169,30861,33545,38010,52059,49246,40430,46993,51983,63293,68677,68984,70873,49281,32729,28001,18746,6801,1957,601,266,774332,21686,29920,33876,35728,49764,48980,41237,44630,52206,60179,69151,67393,74074,55712,31939,27856,19563,7803,2061,505,69,772947,20772,28385,33287,35256,47050,48554,42938,42032,52619,57391,69473,65898,74898,59162,35084,28086,20847,8535,2142,474,64,768449,19687,26776,32600,34335,44045,47594,44173,40519,52047,54263,68062,67423,73992,64028,36877,28618,21027,9516,2340,435,92
"Gangwon-do","Female (Person)",756782,18239,24996,30382,31078,33989,36091,37267,36265,49209,50950,62522,64534,73021,65548,42594,34984,33621,20904,8078,2191,319,756556,18207,24839,30379,31034,33822,36039,37276,36233,49073,50827,62379,64633,72999,65661,42805,35188,33562,20972,8107,2203,318,756155,18060,24764,30335,30955,33690,35952,37298,36207,48830,50835,62036,64836,72856,65946,43138,35185,33526,21023,8152,2210,321,763170,30481,33018,45107,48620,41983,40494,48166,54913,61910,60207,69673,54308,37000,39658,38997,27676,17752,8961,3195,764,287,764357,30107,32450,42394,48418,43177,37546,47938,53454,61485,58915,70191,56554,39966,38379,41294,29384,18606,9502,3393,885,319,765765,29536,31669,40154,48071,43968,35787,47441,50674,60787,60304,69073,60936,41297,38496,41361,31451,19422,10306,3767,923,342,766435,29162,31095,37741,47480,44626,35068,44886,49279,59725,61287,66808,64846,44951,37934,40831,33363,20628,11309,4052,1004,360,768073,28607,31332,34961,46697,45231,34694,42513,49103,58222,61607,64223,68301,50038,37827,39940,34758,21874,12210,4460,1072,403,769660,27632,31516,33086,44911,45117,35583,39761,49536,55796,62688,61488,71842,55769,37189,38733,36169,23591,12822,4806,1180,445,769507,25709,31182,32460,42294,44959,36407,37182,49428,54320,62297,60380,72664,58247,40202,37709,38447,25074,13507,5259,1283,497,766596,24453,30572,31686,40028,43982,36328,35351,48879,51405,61346,61710,71441,62888,41540,37728,38546,26896,14111,5752,1450,504,766116,23424,30054,31150,37688,42811,36821,34989,46605,50131,60339,62805,69286,66988,45339,37158,38175,28693,15184,6407,1523,546,766335,22040,29528,31331,34622,41495,37215,34648,44278,50283,58819,63336,66818,70613,50811,37147,37582,30149,16316,7014,1692,598,764160,20685,28680,31519,32762,39495,37185,35455,41495,50679,56358,64249,63793,74137,56235,36450,36382,31551,17669,7311,1781,289,763551,19988,26891,31402,32188,37299,37291,36629,38766,51044,54818,63965,62689,75101,58789,39512,35430,33474,18644,7479,1879,273,759358,18859,25550,30738,31380,35252,36719,37012,36890,50486,52023,62951,64077,73799,63504,40854,35527,33488,20104,7777,2070,298
"Chungcheongbuk-do","Population (Person)",1591485,40362,59728,72228,71345,80772,96820,97937,89945,114443,113026,134564,139392,140356,120175,76874,55152,47704,28556,9794,2031,281,1591182,40257,59378,72236,71241,80395,96532,98277,89916,114092,112945,134232,139828,140185,120586,77051,55669,47591,28631,9832,2027,281,1590716,40184,59060,72209,71123,79965,96286,98459,89841,113634,112981,133759,140206,139903,121341,77435,55827,47546,28717,9914,2042,284,1562903,73312,73734,99601,110396,95878,101644,111711,121816,136533,126159,133556,100495,68595,63659,60858,45665,23760,10790,3558,895,288,1565628,72631,73339,93833,109219,98184,95203,113083,118936,135061,125059,136202,106162,73471,60934,64505,47887,25345,11349,3991,923,311,1572732,71987,72598,88499,107544,101046,91507,113956,113112,133519,131142,134474,114595,76565,62474,64524,49880,27448,12228,4334,945,355,1578933,71310,71505,83558,105332,104404,89609,109741,111015,130294,135432,133430,121752,82651,64080,63061,52342,29956,13513,4555,993,400,1583952,69901,72418,76761,102867,107314,89142,105015,111243,126615,135518,132416,127854,92075,66119,62229,52357,33110,14581,4940,1037,440,1591625,68043,73502,72974,98821,107711,90423,100107,112483,122308,137329,128372,136462,102400,67836,60318,53799,36293,15595,5161,1217,471,1594432,64209,72997,72634,93192,106777,92886,93907,113775,119602,135994,127247,139789,108989,73292,58591,57766,38489,16823,5598,1398,477,1599252,61420,72239,72100,87613,104809,96132,90687,114881,114093,134530,133349,138079,117557,76533,60285,58146,40213,18487,6093,1485,521,1600007,57527,71758,71456,82901,101462,98743,88993,111087,112082,131515,137493,136936,124629,82667,61899,57003,42548,20308,6881,1585,534,1600837,52777,70594,72924,76455,97947,101262,88242,106435,112956,128238,137933,135867,131059,92282,64012,56507,42884,22685,7504,1705,569,1597427,48252,68723,73830,72581,92950,101465,89632,100975,113768,123559,139383,131491,139302,102395,65336,54732,44266,24927,7933,1659,268,1595058,44390,65020,73336,72546,87492,100818,92559,94873,115356,120834,138204,130109,142582,108884,70585,53249,47462,26293,8487,1700,279,1593469,41577,61756,72539,71907,83001,98675,96192,91569,115912,114790,136262,136188,140864,117118,73657,54776,47659,27590,9289,1892,256
